City ID,City,Country,Lat,Lng,Humidity,Temp,Max Temp,Wind Speed,Cloudiness,Date
332,Sam Chuk,TH,14.76,100.09,86,81.0,81.0,4.14,100,1592509458
333,Kodīnar,IN,20.79,70.7,79,84.94,84.94,13.33,37,1592509459
334,Bacolod City,PH,10.67,122.95,85,76.14,76.14,6.8,100,1592509459
335,Guarapari,BR,-20.67,-40.5,74,74.53,75.0,4.43,0,1592509459
336,Saint-François,FR,46.42,3.91,55,62.35,64.4,3.36,58,1592509111
337,Nanortalik,GL,60.14,-45.24,79,40.24,40.24,7.25,91,1592508911
338,Pokaran,IN,26.92,71.92,46,95.04,95.04,22.48,100,1592509459
339,Aragarças,BR,-15.9,-52.25,52,87.8,87.8,5.82,80,1592509459
340,Lompoc,US,34.64,-120.46,64,67.78,70.0,13.87,0,1592509130
341,Kuril'sk,RU,45.23,147.88,91,48.85,48.85,1.83,81,1592509459
342,Waddān,LY,29.16,16.14,16,87.87,87.87,10.38,0,1592509162
343,Ailigandí,PA,9.23,-78.02,72,84.67,84.67,7.16,33,1592509460
344,Loughrea,IE,53.2,-8.57,72,59.0,59.0,13.87,100,1592509460
345,Aksu,CN,41.12,80.26,25,77.85,77.85,4.09,100,1592509402
346,Bani Walid,LY,31.76,13.99,18,85.69,85.69,7.81,0,1592509460
347,Novobirilyussy,RU,56.95,90.67,98,57.67,57.67,5.03,100,1592509460
348,Sehithwa,BW,-20.47,22.72,47,53.19,53.19,6.24,0,1592509460
349,San Ramon,US,37.78,-121.98,12,88.21,91.99,5.82,1,1592509129
350,Haines Junction,CA,60.75,-137.51,45,62.11,62.11,2.93,100,1592509334
351,Jiexiu,CN,37.02,111.91,62,68.54,68.54,3.2,71,1592509461
352,Harper,LR,4.38,-7.72,77,78.44,78.44,4.88,100,1592509157
353,Harrogate,GB,53.99,-1.54,93,55.11,57.2,6.93,100,1592509280
354,Chicama,PE,-7.84,-79.15,61,72.21,72.21,10.38,10,1592509400
355,Matinha,BR,-3.1,-45.03,73,82.72,82.72,3.65,14,1592509461
356,Clyde River,CA,70.47,-68.59,88,33.8,33.8,10.29,90,1592509146
357,Shishou,CN,29.72,112.42,94,69.37,69.37,3.13,100,1592509461
358,Garoowe,SO,8.41,48.48,42,84.74,84.74,19.39,32,1592509461
359,Bagdarin,RU,54.43,113.6,88,40.82,40.82,3.13,0,1592509462
360,Dali,CN,25.7,100.18,82,62.74,62.74,3.78,100,1592509320
361,Kaitangata,NZ,-46.28,169.85,81,42.15,42.15,11.07,25,1592509148
362,San Jose,US,37.34,-121.89,19,88.43,91.0,8.05,40,1592509307
363,Mian Channu,PK,30.44,72.35,17,102.96,102.96,14.67,33,1592509462
364,Berlevåg,NO,70.86,29.09,81,45.73,46.4,24.16,75,1592509162
365,Huarmey,PE,-10.07,-78.15,67,68.88,68.88,9.69,2,1592509324
366,Nopaltepec,MX,19.8,-98.7,29,78.55,80.01,6.93,40,1592509462
367,Kodinsk,RU,58.69,99.18,67,52.34,52.34,6.38,0,1592509125
368,Marquette,US,46.53,-87.63,35,86.52,88.0,16.11,40,1592508915
369,Vanavara,RU,60.34,102.28,80,48.38,48.38,4.05,0,1592509463
370,Ust-Kuyga,RU,70.02,135.6,53,69.35,69.35,0.69,0,1592509170
371,Sobral,BR,-3.69,-40.35,70,81.59,81.59,4.79,38,1592509463
372,Kościan,PL,52.09,16.65,86,69.64,72.0,5.23,19,1592509463
373,Geraldton,AU,-28.77,114.6,81,51.8,51.8,5.82,0,1592509299
374,Sokolo,ML,14.73,-6.12,21,100.67,100.67,11.41,22,1592509463
375,Arman',RU,59.7,150.17,85,51.76,51.76,1.88,72,1592509464
376,Cabatuan,PH,10.88,122.49,88,76.53,76.53,4.83,100,1592509464
377,Bereda,ES,43.27,-7.54,81,60.3,61.0,5.99,33,1592509330
378,Gamba,GA,-2.65,10.0,87,73.6,73.6,5.37,94,1592509131
379,Kutum,SD,14.2,24.67,28,80.62,80.62,10.49,49,1592509464
380,Peniche,PT,39.36,-9.38,75,65.3,66.99,13.0,0,1592509399
381,Baependi,BR,-21.96,-44.89,70,62.04,62.04,1.97,83,1592509464
382,Ubrique,ES,36.68,-5.45,56,70.45,71.01,9.17,0,1592509464
383,Yuryuzan',RU,54.86,58.42,87,41.18,41.18,0.76,0,1592509464
384,Abéché,TD,13.83,20.83,34,85.75,85.75,13.09,66,1592509465
385,Walvis Bay,NA,-22.96,14.51,22,75.16,77.0,11.41,0,1592508914
386,Winnemucca,US,40.97,-117.74,18,71.6,71.6,9.17,1,1592509351
387,Magway,MM,20.15,94.92,84,78.19,78.19,12.88,100,1592509465
388,Nueve de Julio,AR,-35.44,-60.88,48,64.99,64.99,4.0,100,1592509281
389,Petukhovo,RU,55.07,67.9,79,44.11,44.11,9.33,0,1592509465
390,Pangai,TO,-19.8,-174.35,73,73.4,73.4,17.22,20,1592509465
391,Katangli,RU,51.71,143.23,98,40.5,40.5,10.11,100,1592509466
392,Kencong,ID,-8.28,113.37,89,74.07,74.07,2.68,20,1592509466
393,Caucayá,CO,-0.19,-74.78,91,81.61,81.61,2.28,100,1592509466
394,Yasnyy,RU,51.03,59.87,59,57.69,57.69,12.64,27,1592509466
395,Tautira,PF,-17.73,-149.15,88,78.39,78.8,4.7,40,1592509171
396,Tyrma,RU,50.08,132.17,86,45.41,45.41,1.92,63,1592509466
397,Kamaishi,JP,39.27,141.88,75,64.62,64.62,2.98,100,1592509466
398,Auki,SB,-8.77,160.7,85,78.3,78.3,3.33,8,1592508725
399,Deep River,CA,46.1,-77.5,37,86.0,86.0,4.7,1,1592509176
400,Manta,EC,-0.95,-80.73,69,82.4,82.4,13.87,75,1592509467
401,Puerto Carreño,CO,6.19,-67.49,78,82.4,82.4,5.82,40,1592509467
402,Lüderitz,NA,-26.65,15.16,22,75.2,75.2,9.17,0,1592508650
403,Verkhoyansk,RU,67.54,133.38,36,75.96,75.96,1.05,0,1592509467
404,Thinadhoo,MV,0.53,72.93,74,84.45,84.45,7.54,89,1592508915
405,Catacocha,EC,-4.07,-79.63,29,89.6,89.6,11.41,20,1592509467
406,Aransas Pass,US,27.91,-97.15,88,80.47,82.4,5.82,40,1592509398
407,At-Bashi,KG,41.17,75.81,59,47.37,47.37,3.06,80,1592509124
408,Mongo,TD,12.18,18.69,37,90.55,90.55,3.94,33,1592509468
409,Richards Bay,ZA,-28.78,32.04,79,59.02,59.02,2.04,100,1592509330
410,Port Hedland,AU,-20.32,118.57,100,62.6,62.6,4.7,90,1592509436
411,Koster,ZA,-25.86,26.9,63,44.35,44.35,7.25,0,1592509468
412,Bireun,ID,5.2,96.7,84,76.95,76.95,5.14,57,1592509468
413,Zaragoza,ES,41.66,-0.88,46,75.7,78.01,8.05,40,1592509468
414,Dunedin,NZ,-45.87,170.5,75,44.01,44.01,8.99,62,1592509112
415,Tura,IN,25.52,90.22,99,74.46,74.46,4.36,100,1592509033
416,Raudeberg,NO,61.99,5.14,89,63.0,63.0,12.39,39,1592509469
417,Gilbués,BR,-9.83,-45.34,46,81.54,81.54,8.93,0,1592509469
418,Dudinka,RU,69.41,86.18,70,44.6,44.6,11.18,100,1592509157
419,Vila do Maio,CV,15.13,-23.22,54,84.2,84.2,26.4,0,1592509147
420,Micheweni,TZ,-4.97,39.83,78,78.06,78.06,16.8,17,1592509151
421,Sorong,ID,-0.88,131.25,85,78.93,78.93,6.11,89,1592508915
422,Zhuhai,CN,22.28,113.57,88,83.48,84.2,6.93,20,1592509469
423,Northam,GB,51.03,-4.22,100,56.32,57.99,8.99,100,1592509469
424,Zhenlai,CN,45.85,123.3,61,62.92,62.92,4.94,62,1592509469
425,Kavieng,PG,-2.57,150.8,72,82.47,82.47,4.09,31,1592508651
426,Aklavik,CA,68.22,-135.01,67,59.0,59.0,5.82,75,1592509170
427,Neuquén,AR,-38.95,-68.06,44,57.2,57.2,6.93,100,1592509140
428,Kiunga,PG,-6.12,141.29,99,72.46,72.46,2.06,85,1592509470
429,Port Hardy,CA,50.7,-127.42,82,59.0,59.0,4.7,90,1592509337
430,Mikhaylovka,RU,50.06,43.24,56,75.99,75.99,5.99,30,1592509470
431,Kortkeros,RU,61.81,51.58,81,53.6,53.6,4.47,0,1592509470
432,Road Town,VG,18.42,-64.62,66,87.8,87.8,13.87,1,1592509234
433,Fortuna,US,40.6,-124.16,77,64.74,66.2,10.29,20,1592509140
434,Verāval,IN,20.9,70.37,80,84.9,84.9,15.79,2,1592509471
435,Bilma,NE,18.69,12.92,15,92.17,92.17,6.51,10,1592509157
436,Baruun-Urt,MN,46.68,113.28,60,64.04,64.04,11.68,43,1592509138
437,Half Moon Bay,US,37.46,-122.43,49,78.35,90.0,9.17,1,1592509117
438,Sørland,NO,67.67,12.69,81,48.2,48.2,18.34,40,1592509136
439,Ust-Tsilma,RU,65.44,52.15,58,46.98,46.98,4.94,11,1592509471
440,Aketi,CD,2.74,23.78,84,71.71,71.71,1.86,100,1592509471
441,Ucluelet,CA,48.93,-125.55,77,62.85,63.0,9.17,75,1592509463
442,Hurghada,EG,27.26,33.81,25,86.05,86.05,21.25,0,1592509311
443,San Isidro,PE,-12.12,-77.05,77,66.2,66.2,6.93,90,1592509472
444,Tual,ID,-5.67,132.75,83,80.56,80.56,22.95,85,1592509330
445,La Ronge,CA,55.1,-105.28,41,57.2,57.2,11.41,75,1592509133
446,Järvakandi,EE,58.78,24.83,85,64.0,64.0,6.73,0,1592509472
447,The Pas,CA,53.83,-101.25,93,41.0,41.0,12.75,90,1592509472
448,Lázaro Cárdenas,MX,17.96,-102.2,61,86.27,86.27,11.68,8,1592509052
449,Arona,ES,28.1,-16.68,64,71.24,75.2,8.05,20,1592509303
450,Eyl,SO,7.98,49.82,68,81.45,81.45,27.42,26,1592509124
451,Churapcha,RU,62.0,132.43,77,59.09,59.09,4.83,6,1592509473
452,Tatarsk,RU,55.22,75.98,93,42.37,42.37,7.29,3,1592509473
453,Gīdolē,ET,5.65,37.37,92,59.25,59.25,3.2,85,1592509473
454,Marystown,CA,47.17,-55.15,73,60.03,60.03,18.41,100,1592509473
455,Katherine,AU,-14.47,132.27,77,62.6,62.6,4.7,0,1592509112
456,Juegang,CN,32.32,121.19,92,70.0,70.0,6.76,69,1592509473
457,Caconda,AO,-13.73,15.07,55,52.79,52.79,4.54,0,1592509473
458,Gao,ML,16.64,1.64,18,100.9,100.9,7.65,81,1592509473
459,Pampa,US,35.54,-100.96,21,91.4,91.4,4.7,1,1592509474
460,Kralendijk,BQ,12.15,-68.27,59,89.6,89.6,23.04,11,1592509474
461,Yuancheng,CN,36.65,107.79,54,68.41,68.41,5.26,99,1592509474
462,Nyagan,RU,62.14,65.39,73,39.43,39.43,4.54,0,1592509474
463,Tazovsky,RU,67.47,78.7,78,37.04,37.04,10.09,1,1592509408
464,Leningradskiy,RU,69.38,178.42,60,44.58,44.58,5.41,83,1592509152
465,Songkhla,TH,6.83,100.67,100,77.0,77.0,2.24,40,1592509474
466,Zyryanka,RU,65.75,150.85,35,75.9,75.9,7.47,66,1592509134
467,Khani,GE,41.96,42.96,94,68.0,68.0,5.82,90,1592509475
468,Majene,ID,-3.54,118.97,85,78.33,78.33,11.72,62,1592509171
469,Binga,ZW,-17.62,27.34,56,58.86,58.86,2.1,0,1592509475
470,Lavaca,US,28.61,-96.63,59,89.49,91.4,10.29,40,1592509436
471,Klaksvík,FO,62.23,-6.59,100,48.2,48.2,8.05,98,1592509188
472,Vostok,RU,46.49,135.88,100,46.45,46.45,1.41,92,1592509285
473,City of Saint Peters,US,38.8,-90.63,35,87.82,91.99,3.36,20,1592509189
474,Alibag,IN,18.64,72.88,94,80.6,80.6,6.93,75,1592509475
475,Talaya,RU,61.38,152.75,60,59.54,59.54,0.72,30,1592509251
476,San Matías,BO,-16.37,-58.4,36,89.82,89.82,5.57,23,1592509475
477,Taoudenni,ML,22.68,-3.98,8,105.4,105.4,11.03,0,1592508916
478,Bāsār,IN,27.98,94.67,93,72.82,72.82,0.78,100,1592509476
479,Port-Cartier,CA,50.03,-66.87,39,82.4,82.4,5.82,75,1592509124
480,Umluj,SA,25.02,37.27,49,83.55,83.55,10.13,3,1592509476
481,Bucerías,MX,20.75,-105.33,45,87.4,87.8,10.29,5,1592509476
482,Beasain,ES,43.05,-2.2,78,62.65,63.0,2.55,1,1592509476
483,Puerto del Rosario,ES,28.5,-13.86,78,73.4,73.4,11.41,40,1592509431
484,Karpathos,GR,35.51,27.21,83,71.6,71.6,18.34,0,1592509476
485,Laguna,US,38.42,-121.42,14,89.62,91.0,8.05,1,1592509253
486,Valleyview,CA,55.07,-117.29,56,68.4,68.4,3.11,61,1592509476
487,Whitehorse,CA,60.72,-135.05,51,58.53,59.0,11.41,75,1592509030
488,Okhotsk,RU,59.38,143.3,92,45.9,45.9,3.44,90,1592509164
489,Porto-Novo,BJ,6.5,2.6,88,78.8,78.8,9.17,20,1592509114
490,Nishihara,JP,26.18,127.76,88,82.31,82.4,17.22,40,1592509477
491,Pouembout,NC,-21.13,164.9,83,69.06,69.06,4.27,92,1592509477
492,Palmer,US,42.16,-72.33,45,84.15,86.0,8.05,40,1592509164
493,Fort-Shevchenko,KZ,44.51,50.26,29,83.66,83.66,23.53,99,1592509477
494,Aykhal,RU,66.0,111.5,58,55.4,55.4,6.71,90,1592508924
495,Grindavik,IS,63.84,-22.43,81,50.0,50.0,24.16,75,1592509188
496,Yelyzavethradka,UA,48.8,32.4,78,63.14,63.14,7.94,16,1592509478
497,Zheleznodorozhnyy,RU,55.75,38.0,78,74.7,77.0,6.71,0,1592509478
498,Kailua,US,21.4,-157.74,69,78.15,80.6,12.75,75,1592509478
499,Honningsvåg,NO,70.98,25.97,75,44.6,44.6,12.75,75,1592509410
500,Karratha,AU,-20.74,116.85,55,68.76,68.76,3.36,0,1592509070
501,Cranbrook,CA,49.5,-115.77,42,68.0,68.0,5.82,75,1592509451
502,Lakselv,NO,70.05,24.97,57,50.0,50.0,39.15,37,1592509478
503,Waipawa,NZ,-41.41,175.52,100,50.56,52.0,24.16,100,1592509159
504,Ndélé,CF,8.41,20.65,87,73.4,73.4,4.54,100,1592509478
505,Aksarka,RU,66.56,67.8,76,38.21,38.21,6.17,56,1592509308
506,Beloha,MG,-25.17,45.05,81,63.82,63.82,14.32,2,1592509159
507,Verkhnetulomskiy,RU,68.61,31.8,66,48.2,48.2,4.47,40,1592509479
508,Vestmanna,FO,62.16,-7.17,100,48.2,48.2,8.05,83,1592509479
509,Bubaque,GW,11.28,-15.83,83,81.72,81.72,15.1,0,1592509479
510,Xudat,AZ,41.63,48.68,53,68.32,68.32,3.15,33,1592509479
511,Takoradze,GH,4.88,-1.76,85,77.52,77.52,8.03,100,1592509479
512,Brae,GB,60.4,-1.35,93,53.6,53.6,11.41,73,1592509130
513,Khandyga,RU,62.67,135.6,77,61.03,61.03,1.25,45,1592509480
514,Pingdu,CN,36.78,119.95,93,66.2,66.2,4.47,40,1592509480
515,Palauig,PH,15.44,119.9,74,82.47,82.47,4.27,70,1592509480
516,Kavaratti,IN,10.57,72.64,80,84.18,84.18,15.55,100,1592509120
517,Zomba,MW,-15.39,35.32,93,58.26,58.26,7.56,68,1592509333
518,Zaozyornoye,UA,45.16,33.28,82,68.92,68.92,4.88,38,1592509480
519,Banda Aceh,ID,5.56,95.32,77,79.36,79.36,8.21,74,1592509138
520,Key Largo,US,25.09,-80.45,1,82.31,84.0,3.0,100,1592509371
521,Kingman,US,35.19,-114.05,12,88.88,93.0,9.17,1,1592509481
522,Kindu,CD,-2.95,25.95,60,71.46,71.46,0.89,65,1592509481
523,Gaogou,CN,34.02,119.19,91,62.01,62.01,5.39,0,1592509481
524,Presidencia Roque Sáenz Peña,AR,-26.79,-60.44,52,79.0,79.0,4.0,8,1592509481
525,Bowen,AU,-20.02,148.23,88,66.7,68.0,9.17,90,1592509481
526,Santa Barbara,US,34.42,-119.7,77,67.53,69.01,6.93,90,1592509021
527,Sept-Îles,CA,50.2,-66.38,39,82.4,82.4,5.82,75,1592509133
528,Idrinskoye,RU,54.37,92.14,92,53.28,53.28,3.29,50,1592509481
529,Turukhansk,RU,65.82,87.98,87,42.76,42.76,15.88,34,1592509481
530,Garden City,US,42.33,-83.33,33,86.67,89.6,10.29,40,1592509481
531,Ürümqi,CN,43.8,87.6,43,69.8,69.8,4.47,100,1592509482
532,Leh,IN,34.17,77.58,43,51.94,51.94,5.97,27,1592509482
533,Altamira,BR,-3.2,-52.21,55,89.6,89.6,5.82,40,1592509065
534,Troitskoye,RU,52.98,84.68,74,55.83,55.83,6.62,14,1592509324
535,Shaowu,CN,27.34,117.48,86,76.14,76.14,1.83,49,1592509482
536,Urucará,BR,-2.54,-57.76,57,88.86,88.86,4.27,100,1592509482
537,Orapa,BW,-21.28,25.37,56,52.0,52.0,10.31,0,1592509482
538,Puerto Quijarro,BO,-17.78,-57.77,38,89.65,89.65,5.66,0,1592509482
539,Songyuan,CN,45.12,124.86,73,58.53,58.53,5.97,29,1592509483
540,Mattru,SL,7.62,-11.83,96,75.6,75.6,3.94,100,1592509483
541,Jiuquan,CN,39.74,98.52,21,72.36,72.36,4.12,80,1592509140
542,Kalmunai,LK,7.42,81.82,75,82.35,82.35,4.45,69,1592509483
543,Chiang Rai,TH,19.91,99.83,100,77.0,77.0,5.82,75,1592509329
544,Zasheyek,RU,67.41,32.55,76,56.03,56.03,5.37,100,1592509483
545,Acapulco de Juárez,MX,16.86,-99.89,66,87.8,87.8,9.17,40,1592509072
546,Little Current,CA,45.98,-81.92,43,78.01,78.01,5.01,0,1592509483
547,Yulara,AU,-25.24,130.99,45,42.8,42.8,8.05,0,1592509113
548,Saint-Avold,FR,49.1,6.7,77,61.43,66.2,5.82,0,1592509484
549,Beltinci,SI,46.61,16.24,93,64.74,66.99,8.05,40,1592509484
550,Limbang,MY,4.75,115.0,88,78.4,78.8,3.36,75,1592509484
551,Tiznit Province,MA,29.58,-9.5,75,63.48,63.48,7.25,2,1592509474
552,Umm Hājar,TD,13.3,19.7,34,92.3,92.3,7.31,39,1592509484
553,Koumac,NC,-20.57,164.28,81,70.77,70.77,5.1,93,1592509484
554,Sault Ste. Marie,CA,46.52,-84.33,35,83.14,84.2,3.36,1,1592509326
555,Prince Rupert,CA,54.32,-130.32,93,57.2,57.2,17.22,90,1592509485
556,Ermelo,ZA,-26.53,29.98,97,36.34,36.34,4.12,14,1592509485
557,Gladstone,AU,-23.85,151.25,77,64.4,64.4,9.17,60,1592509485
558,Rantoul,US,40.31,-88.16,35,88.2,89.01,6.93,75,1592509485
559,Praia da Vitória,PT,38.73,-27.07,64,71.6,71.6,7.83,20,1592509485
560,Tornio,FI,65.85,24.15,93,62.6,62.6,4.7,90,1592509485
561,Havre-St-Pierre,CA,50.23,-63.6,64,69.8,69.8,6.93,20,1592509321
562,Iquique,CL,-20.22,-70.14,72,62.6,62.6,5.82,90,1592509404
563,Arrifes,PT,37.77,-25.7,82,64.4,64.4,12.75,75,1592509485
564,La Baule-Escoublac,FR,47.29,-2.36,77,60.91,61.0,11.41,20,1592509485
565,Pushchino,RU,54.83,37.63,69,74.1,75.0,8.95,52,1592509486
566,Dzilam González,MX,21.28,-88.93,88,80.01,80.01,6.71,0,1592509344
567,Mangai,CD,-4.05,19.53,48,68.95,68.95,0.54,58,1592509486
568,Heze,CN,35.24,115.44,92,64.06,64.06,2.13,99,1592509486
569,Rāyagada,IN,19.17,83.42,80,78.93,78.93,3.11,100,1592509486
570,Ribeira Brava,PT,32.65,-17.07,73,68.23,71.6,8.05,20,1592509486
